Date,Hour,Temperature,Relative_Humidity,Geopotential_Pressure,Wind_Direction,Wind_Velocity_KM_H
26/06/2010,06Z,19.0,75,1013.4 Hpa,220º (SW),1.9
26/06/2010,03Z,19.2,71,1013.7 Hpa,Vble.,
26/06/2010,00Z,20.6,68,1014.4 Hpa,210º (SW),5.6
25/06/2010,21Z,24.0,56,1013.7 Hpa,220º (SW),14.8
25/06/2010,18Z,27.0,48,1012.4 Hpa,220º (SW),20.4
25/06/2010,15Z,28.4,44,1012.8 Hpa,220º (SW),16.7
25/06/2010,12Z,25.6,51,1014.4 Hpa,230º (SW),9.3
25/06/2010,09Z,22.6,59,1014.8 Hpa,210º (SW),7.4
25/06/2010,06Z,20.8,74,1014.3 Hpa,220º (SW),9.3
25/06/2010,03Z,20.7,78,1014.4 Hpa,210º (SW),9.3
25/06/2010,00Z,22.0,80,1014.8 Hpa,230º (SW),9.3
24/06/2010,21Z,25.2,54,1013.9 Hpa,230º (SW),16.7
24/06/2010,18Z,30.8,37,1012.0 Hpa,230º (SW),20.4
24/06/2010,15Z,33.2,25,1012.2 Hpa,210º (SW),14.8
24/06/2010,12Z,31.0,34,1013.3 Hpa,210º (SW),7.4
24/06/2010,09Z,26.2,47,1013.6 Hpa,170º (S),1.9
24/06/2010,06Z,22.0,62,1013.4 Hpa,calm,0
24/06/2010,03Z,23.2,55,1012.9 Hpa,220º (SW),9.3
24/06/2010,00Z,26.4,38,1012.9 Hpa,210º (SW),14.8
23/06/2010,21Z,30.4,36,1012.2 Hpa,250º (W),13.0
23/06/2010,18Z,35.0,22,1011.5 Hpa,230º (SW),13.0
23/06/2010,15Z,34.6,24,1012.5 Hpa,210º (SW),3.7
23/06/2010,12Z,31.6,32,1014.1 Hpa,330º (NW),1.9
23/06/2010,09Z,26.2,50,1015.1 Hpa,calm,0
23/06/2010,06Z,21.4,61,1014.7 Hpa,Vble.,
23/06/2010,03Z,21.2,63,1014.1 Hpa,130º (SE),1.9
23/06/2010,00Z,25.4,51,1014.2 Hpa,180º (S),13.0
22/06/2010,21Z,29.5,40,1014.1 Hpa,Vble.,
22/06/2010,18Z,33.3,26,1013.7 Hpa,calm,0
22/06/2010,15Z,33.1,26,1014.9 Hpa,120º (SE),1.9
22/06/2010,12Z,28.6,45,1016.5 Hpa,280º (W),3.7
22/06/2010,09Z,23.2,68,1017.3 Hpa,calm,0
22/06/2010,06Z,19.0,89,1017.0 Hpa,Vble.,
22/06/2010,03Z,19.2,87,1016.8 Hpa,Vble.,
22/06/2010,00Z,20.4,75,1017.1 Hpa,190º (S),5.6
21/06/2010,21Z,23.4,57,1016.5 Hpa,220º (SW),14.8
21/06/2010,18Z,27.0,48,1014.8 Hpa,220º (SW),22.2
21/06/2010,15Z,28.2,44,1015.1 Hpa,220º (SW),14.8
21/06/2010,12Z,22.6,59,1016.8 Hpa,190º (S),5.6
21/06/2010,09Z,20.0,72,1016.8 Hpa,210º (SW),5.6
21/06/2010,06Z,17.6,77,1015.8 Hpa,170º (S),9.3
21/06/2010,03Z,18.0,80,1014.7 Hpa,Vble.,
21/06/2010,00Z,19.4,77,1015.0 Hpa,220º (SW),14.8
20/06/2010,21Z,21.4,66,1014.0 Hpa,220º (SW),18.5
20/06/2010,18Z,26.0,46,1012.8 Hpa,210º (SW),20.4
20/06/2010,15Z,27.0,44,1013.2 Hpa,220º (SW),14.8
20/06/2010,12Z,25.8,48,1014.6 Hpa,220º (SW),14.8
20/06/2010,09Z,20.8,73,1015.2 Hpa,220º (SW),1.9
20/06/2010,06Z,17.8,84,1014.6 Hpa,calm,0
20/06/2010,03Z,17.3,84,1013.9 Hpa,160º (S),3.7
20/06/2010,00Z,19.2,77,1014.8 Hpa,200º (S),5.6
19/06/2010,21Z,20.7,67,1015.2 Hpa,220º (SW),20.4
19/06/2010,18Z,24.2,49,1014.5 Hpa,210º (SW),24.1
19/06/2010,15Z,26.2,39,1015.5 Hpa,200º (S),20.4
19/06/2010,12Z,24.4,41,1017.0 Hpa,220º (SW),16.7
19/06/2010,09Z,20.0,64,1016.9 Hpa,160º (S),1.9
19/06/2010,06Z,15.8,86,1016.9 Hpa,180º (S),5.6
19/06/2010,03Z,17.0,79,1016.2 Hpa,190º (S),5.6
19/06/2010,00Z,18.4,73,1016.4 Hpa,190º (S),7.4
18/06/2010,21Z,20.8,61,1016.1 Hpa,190º (S),11.1
18/06/2010,18Z,24.2,46,1015.5 Hpa,210º (SW),24.1
18/06/2010,15Z,27.2,27,1015.5 Hpa,210º (SW),24.1
18/06/2010,12Z,26.2,39,1016.5 Hpa,220º (SW),20.4
18/06/2010,09Z,22.2,68,1016.5 Hpa,220º (SW),16.7
18/06/2010,06Z,19.6,87,1015.3 Hpa,210º (SW),14.8
18/06/2010,03Z,19.7,80,1014.1 Hpa,Vble.,
18/06/2010,00Z,20.8,73,1014.3 Hpa,180º (S),11.1
17/06/2010,21Z,25.5,38,1013.7 Hpa,200º (S),9.3
17/06/2010,18Z,30.2,29,1012.3 Hpa,220º (SW),27.8
17/06/2010,15Z,30.0,24,1012.2 Hpa,210º (SW),5.6
17/06/2010,12Z,28.2,33,1013.2 Hpa,50º (NE),5.6
17/06/2010,09Z,24.6,34,1014.2 Hpa,70º (E),16.7
17/06/2010,06Z,18.4,60,1013.7 Hpa,50º (NE),5.6
17/06/2010,03Z,18.2,71,1013.2 Hpa,10º (N),3.7
17/06/2010,00Z,21.4,56,1013.7 Hpa,calm,0
16/06/2010,21Z,24.6,50,1013.2 Hpa,270º (W),11.1
16/06/2010,18Z,29.4,22,1011.7 Hpa,330º (NW),3.7
16/06/2010,09Z,22.8,40,1014.6 Hpa,80º (E),11.1
16/06/2010,06Z,17.6,88,1014.0 Hpa,Vble.,
16/06/2010,03Z,18.0,88,1013.2 Hpa,calm,0
16/06/2010,00Z,19.2,81,1012.8 Hpa,210º (SW),5.6
15/06/2010,21Z,21.0,69,1012.3 Hpa,190º (S),9.3
15/06/2010,18Z,25.4,45,1011.1 Hpa,220º (SW),24.1
15/06/2010,15Z,28.0,39,1011.0 Hpa,220º (SW),25.9
15/06/2010,12Z,27.4,42,1012.0 Hpa,230º (SW),14.8
15/06/2010,09Z,21.4,71,1012.1 Hpa,210º (SW),9.3
15/06/2010,06Z,18.8,89,1011.6 Hpa,220º (SW),5.6
15/06/2010,03Z,19.8,87,1011.6 Hpa,210º (SW),5.6
15/06/2010,00Z,20.5,82,1012.4 Hpa,220º (SW),9.3
14/06/2010,21Z,22.6,59,1012.0 Hpa,220º (SW),18.5
14/06/2010,18Z,25.8,48,1011.1 Hpa,230º (SW),22.2
14/06/2010,15Z,28.3,38,1011.6 Hpa,220º (SW),16.7
14/06/2010,12Z,25.7,43,1012.8 Hpa,140º (SE),1.9
14/06/2010,09Z,21.3,70,1013.6 Hpa,50º (NE),1.9
14/06/2010,06Z,17.3,89,1013.4 Hpa,calm,0
14/06/2010,03Z,17.1,88,1013.3 Hpa,calm,0
14/06/2010,00Z,18.6,80,1013.7 Hpa,calm,0
13/06/2010,21Z,21.1,66,1014.0 Hpa,230º (SW),5.6
13/06/2010,18Z,23.2,51,1013.4 Hpa,220º (SW),16.7
13/06/2010,15Z,25.6,41,1013.3 Hpa,190º (S),9.3
13/06/2010,12Z,23.0,48,1014.1 Hpa,360º (N),7.4
13/06/2010,09Z,19.6,64,1014.3 Hpa,50º (NE),3.7
13/06/2010,06Z,17.0,81,1013.5 Hpa,40º (NE),5.6
13/06/2010,03Z,18.4,73,1013.4 Hpa,calm,0
13/06/2010,00Z,19.4,65,1014.0 Hpa,300º (NW),9.3
12/06/2010,21Z,20.8,61,1013.9 Hpa,230º (SW),7.4
12/06/2010,18Z,22.4,54,1013.4 Hpa,220º (SW),18.5
12/06/2010,15Z,23.0,48,1014.1 Hpa,280º (W),14.8
12/06/2010,12Z,23.4,48,1014.8 Hpa,290º (W),24.1
12/06/2010,09Z,20.2,60,1015.0 Hpa,270º (W),5.6
12/06/2010,06Z,18.6,79,1014.8 Hpa,220º (SW),5.6
12/06/2010,03Z,18.6,81,1014.9 Hpa,210º (SW),9.3
12/06/2010,00Z,19.6,70,1015.7 Hpa,220º (SW),14.8
11/06/2010,21Z,20.4,60,1016.0 Hpa,230º (SW),14.8
11/06/2010,18Z,22.2,51,1015.4 Hpa,240º (SW),16.7
11/06/2010,15Z,21.9,48,1015.7 Hpa,240º (SW),14.8
11/06/2010,12Z,22.5,45,1016.1 Hpa,270º (W),13.0
11/06/2010,09Z,19.9,52,1015.6 Hpa,Vble.,
11/06/2010,06Z,15.4,76,1014.6 Hpa,250º (W),7.4
11/06/2010,03Z,16.2,69,1013.1 Hpa,260º (W),13.0
11/06/2010,00Z,17.4,70,1012.8 Hpa,230º (SW),7.4
10/06/2010,21Z,18.9,55,1011.7 Hpa,220º (SW),20.4
10/06/2010,18Z,21.0,52,1010.2 Hpa,220º (SW),33.4
10/06/2010,15Z,24.0,44,1009.2 Hpa,230º (SW),29.6
10/06/2010,12Z,23.6,50,1009.2 Hpa,200º (S),16.7
10/06/2010,09Z,20.4,60,1009.2 Hpa,220º (SW),16.7
10/06/2010,06Z,15.8,80,1008.7 Hpa,220º (SW),16.7
10/06/2010,03Z,15.8,77,1007.2 Hpa,250º (W),14.8
10/06/2010,00Z,18.6,60,1006.9 Hpa,260º (W),20.4
09/06/2010,21Z,19.2,74,1005.0 Hpa,230º (SW),14.8
09/06/2010,18Z,20.8,79,1002.8 Hpa,220º (SW),24.1
09/06/2010,15Z,19.4,92,1002.8 Hpa,220º (SW),25.9
09/06/2010,12Z,19.1,95,1003.4 Hpa,220º (SW),33.4
09/06/2010,09Z,18.2,96,1004.4 Hpa,210º (SW),22.2
09/06/2010,06Z,16.8,92,1005.8 Hpa,200º (S),11.1
09/06/2010,03Z,19.2,76,1007.0 Hpa,220º (SW),24.1
09/06/2010,00Z,21.6,56,1008.7 Hpa,220º (SW),14.8
08/06/2010,21Z,22.2,57,1009.1 Hpa,220º (SW),22.2
08/06/2010,18Z,24.9,46,1009.1 Hpa,230º (SW),24.1
08/06/2010,15Z,30.1,34,1009.1 Hpa,270º (W),22.2
08/06/2010,12Z,27.0,34,1011.3 Hpa,220º (SW),18.5
08/06/2010,09Z,23.0,61,1011.8 Hpa,calm,0
08/06/2010,06Z,19.2,81,1011.9 Hpa,Vble.,
08/06/2010,03Z,19.2,79,1011.7 Hpa,180º (S),7.4
08/06/2010,00Z,20.9,72,1012.3 Hpa,200º (S),11.1
07/06/2010,21Z,23.6,60,1012.9 Hpa,210º (SW),18.5
07/06/2010,18Z,29.2,38,1012.0 Hpa,210º (SW),22.2
07/06/2010,15Z,30.6,35,1013.2 Hpa,210º (SW),14.8
07/06/2010,12Z,29.0,48,1015.0 Hpa,220º (SW),13.0
07/06/2010,09Z,23.6,69,1016.8 Hpa,230º (SW),11.1
07/06/2010,06Z,18.6,79,1015.9 Hpa,calm,0
07/06/2010,03Z,18.6,77,1015.4 Hpa,180º (S),5.6
07/06/2010,00Z,20.0,73,1015.8 Hpa,170º (S),5.6
06/06/2010,21Z,23.4,52,1015.6 Hpa,220º (SW),18.5
06/06/2010,18Z,28.4,36,1014.5 Hpa,210º (SW),20.4
06/06/2010,15Z,30.8,23,1015.4 Hpa,210º (SW),16.7
06/06/2010,12Z,28.0,38,1017.1 Hpa,220º (SW),16.7
06/06/2010,09Z,23.4,58,1017.5 Hpa,220º (SW),16.7
06/06/2010,06Z,20.0,87,1016.5 Hpa,170º (S),5.6
06/06/2010,03Z,20.8,81,1016.1 Hpa,170º (S),1.9
06/06/2010,00Z,22.5,67,1016.3 Hpa,200º (S),3.7
05/06/2010,21Z,25.8,58,1016.1 Hpa,210º (SW),14.8
05/06/2010,18Z,33.0,32,1014.5 Hpa,220º (SW),22.2
05/06/2010,15Z,34.8,28,1015.8 Hpa,230º (SW),18.5
05/06/2010,12Z,31.4,33,1016.9 Hpa,220º (SW),14.8
05/06/2010,09Z,26.6,49,1017.1 Hpa,270º (W),1.9
05/06/2010,06Z,20.2,75,1016.7 Hpa,Vble.,
05/06/2010,03Z,21.2,63,1016.0 Hpa,calm,0
05/06/2010,00Z,23.4,57,1016.1 Hpa,180º (S),14.8
04/06/2010,21Z,27.4,50,1015.6 Hpa,210º (SW),14.8
04/06/2010,18Z,32.9,40,1014.4 Hpa,210º (SW),18.5
04/06/2010,15Z,34.2,33,1015.0 Hpa,240º (SW),5.6
04/06/2010,12Z,28.4,47,1016.3 Hpa,230º (SW),7.4
04/06/2010,09Z,21.8,79,1017.2 Hpa,calm,0
04/06/2010,03Z,20.0,85,1015.1 Hpa,220º (SW),9.3
04/06/2010,00Z,20.6,82,1015.2 Hpa,220º (SW),16.7
03/06/2010,21Z,23.0,71,1014.2 Hpa,210º (SW),16.7
03/06/2010,18Z,28.0,44,1012.1 Hpa,210º (SW),27.8
03/06/2010,15Z,31.4,40,1012.2 Hpa,210º (SW),25.9
03/06/2010,12Z,30.4,38,1012.8 Hpa,230º (SW),22.2
03/06/2010,09Z,25.6,62,1013.0 Hpa,210º (SW),14.8
03/06/2010,06Z,21.4,83,1011.6 Hpa,220º (SW),9.3
03/06/2010,03Z,22.6,70,1011.0 Hpa,Vble.,
03/06/2010,00Z,23.8,62,1011.2 Hpa,210º (SW),9.3
02/06/2010,21Z,25.8,64,1011.2 Hpa,210º (SW),16.7
02/06/2010,18Z,32.0,39,1010.6 Hpa,220º (SW),18.5
02/06/2010,15Z,34.6,35,1010.8 Hpa,220º (SW),16.7
02/06/2010,12Z,32.0,40,1012.0 Hpa,230º (SW),14.8
02/06/2010,09Z,28.0,46,1012.7 Hpa,220º (SW),7.4
02/06/2010,06Z,22.6,65,1012.3 Hpa,calm,0
02/06/2010,03Z,22.4,62,1012.0 Hpa,Vble.,
02/06/2010,00Z,26.2,44,1012.9 Hpa,180º (S),13.0
01/06/2010,21Z,30.8,36,1012.9 Hpa,210º (SW),5.6
01/06/2010,18Z,37.2,19,1012.3 Hpa,220º (SW),20.4
01/06/2010,15Z,38.0,19,1012.8 Hpa,290º (W),5.6
01/06/2010,12Z,35.8,22,1014.3 Hpa,calm,0
01/06/2010,09Z,30.4,37,1014.9 Hpa,calm,0
01/06/2010,06Z,22.6,57,1014.8 Hpa,calm,0
01/06/2010,03Z,24.8,47,1015.0 Hpa,150º (SE),3.7
01/06/2010,00Z,26.6,48,1015.7 Hpa,190º (S),9.3
31/07/2010,21Z,32.0,47,1012.3 Hpa,230º (SW),11.1
31/07/2010,18Z,36.2,38,1011.6 Hpa,210º (SW),16.7
31/07/2010,15Z,36.8,23,1012.6 Hpa,230º (SW),11.1
31/07/2010,12Z,32.0,38,1013.9 Hpa,220º (SW),7.4
31/07/2010,09Z,25.8,69,1014.4 Hpa,calm,0
31/07/2010,06Z,20.8,92,1012.9 Hpa,Vble.,
31/07/2010,03Z,23.7,79,1012.1 Hpa,calm,0
31/07/2010,00Z,24.5,81,1012.0 Hpa,210º (SW),7.4
30/07/2010,21Z,27.9,52,1011.8 Hpa,210º (SW),16.7
30/07/2010,18Z,34.1,28,1010.6 Hpa,220º (SW),25.9
30/07/2010,15Z,35.3,36,1011.2 Hpa,210º (SW),14.8
30/07/2010,12Z,31.6,47,1012.4 Hpa,210º (SW),11.1
30/07/2010,09Z,25.0,73,1013.1 Hpa,220º (SW),9.3
30/07/2010,06Z,23.8,82,1012.3 Hpa,210º (SW),11.1
30/07/2010,03Z,24.2,81,1012.1 Hpa,220º (SW),13.0
30/07/2010,00Z,24.8,79,1012.4 Hpa,220º (SW),14.8
29/07/2010,21Z,26.4,71,1012.3 Hpa,220º (SW),20.4
29/07/2010,18Z,31.4,49,1011.4 Hpa,220º (SW),33.4
29/07/2010,15Z,35.1,39,1012.6 Hpa,210º (SW),20.4
29/07/2010,12Z,33.2,42,1014.1 Hpa,230º (SW),16.7
29/07/2010,09Z,29.5,47,1014.7 Hpa,230º (SW),11.1
29/07/2010,06Z,26.4,46,1014.6 Hpa,220º (SW),13.0
29/07/2010,03Z,26.8,50,1014.8 Hpa,250º (W),5.6
29/07/2010,00Z,29.6,40,1014.9 Hpa,260º (W),16.7
28/07/2010,21Z,32.0,38,1014.1 Hpa,260º (W),16.7
28/07/2010,18Z,38.6,22,1012.5 Hpa,350º (N),5.6
28/07/2010,15Z,38.6,17,1013.6 Hpa,240º (SW),7.4
28/07/2010,12Z,35.8,22,1015.3 Hpa,70º (E),3.7
28/07/2010,09Z,30.6,34,1015.9 Hpa,60º (NE),7.4
28/07/2010,06Z,25.0,51,1015.2 Hpa,30º (NE),9.3
28/07/2010,03Z,26.5,49,1015.1 Hpa,Vble.,
28/07/2010,00Z,28.8,43,1015.3 Hpa,230º (SW),9.3
27/07/2010,21Z,30.9,55,1013.4 Hpa,260º (W),7.4
27/07/2010,18Z,37.6,25,1010.9 Hpa,220º (SW),24.1
27/07/2010,15Z,38.9,20,1010.9 Hpa,60º (NE),11.1
27/07/2010,12Z,35.8,25,1012.5 Hpa,50º (NE),9.3
27/07/2010,09Z,31.8,30,1012.7 Hpa,140º (SE),5.6
27/07/2010,06Z,25.1,52,1012.0 Hpa,40º (NE),7.4
27/07/2010,03Z,27.4,55,1011.4 Hpa,90º (E),3.7
27/07/2010,00Z,29.8,48,1011.2 Hpa,250º (W),14.8
26/07/2010,21Z,33.5,44,1009.8 Hpa,220º (SW),14.8
26/07/2010,18Z,39.1,16,1008.3 Hpa,300º (NW),7.4
26/07/2010,15Z,38.5,29,1009.8 Hpa,360º (N),3.7
26/07/2010,12Z,35.4,33,1011.0 Hpa,70º (E),5.6
26/07/2010,09Z,28.8,55,1011.7 Hpa,calm,0
26/07/2010,06Z,24.4,68,1011.7 Hpa,80º (E),3.7
26/07/2010,03Z,25.9,66,1010.7 Hpa,calm,0
26/07/2010,00Z,26.9,60,1011.4 Hpa,180º (S),14.8
25/07/2010,21Z,33.2,41,1011.3 Hpa,240º (SW),11.1
25/07/2010,18Z,38.4,28,1010.5 Hpa,220º (SW),22.2
25/07/2010,15Z,38.2,23,1011.8 Hpa,180º (S),5.6
25/07/2010,12Z,33.6,43,1014.3 Hpa,330º (NW),3.7
25/07/2010,09Z,28.9,59,1014.8 Hpa,Vble.,
25/07/2010,06Z,25.4,69,1014.5 Hpa,calm,0
25/07/2010,03Z,26.8,65,1014.8 Hpa,290º (W),11.1
25/07/2010,00Z,29.0,56,1015.6 Hpa,270º (W),11.1
24/07/2010,21Z,32.0,45,1015.4 Hpa,260º (W),13.0
24/07/2010,18Z,37.1,30,1013.8 Hpa,220º (SW),11.1
24/07/2010,15Z,37.6,27,1014.6 Hpa,50º (NE),5.6
24/07/2010,12Z,34.4,35,1017.1 Hpa,80º (E),7.4
24/07/2010,09Z,29.1,45,1018.1 Hpa,30º (NE),7.4
24/07/2010,06Z,22.4,57,1018.0 Hpa,Vble.,
24/07/2010,03Z,23.8,60,1017.6 Hpa,calm,0
24/07/2010,00Z,26.0,47,1017.8 Hpa,220º (SW),11.1
23/07/2010,21Z,30.4,38,1016.4 Hpa,200º (S),5.6
23/07/2010,18Z,35.8,19,1015.1 Hpa,210º (SW),13.0
23/07/2010,15Z,35.6,22,1015.6 Hpa,200º (S),3.7
23/07/2010,12Z,31.2,33,1016.9 Hpa,130º (SE),1.9
23/07/2010,09Z,26.0,58,1017.0 Hpa,calm,0
23/07/2010,06Z,21.2,69,1015.7 Hpa,calm,0
23/07/2010,03Z,21.2,69,1014.6 Hpa,Vble.,
23/07/2010,00Z,22.8,63,1014.3 Hpa,190º (S),7.4
22/07/2010,21Z,26.0,46,1013.6 Hpa,210º (SW),16.7
22/07/2010,18Z,32.6,31,1010.8 Hpa,220º (SW),25.9
22/07/2010,15Z,34.2,26,1011.4 Hpa,240º (SW),16.7
22/07/2010,12Z,31.4,30,1012.0 Hpa,220º (SW),11.1
22/07/2010,09Z,26.0,53,1012.2 Hpa,200º (S),1.9
22/07/2010,06Z,22.1,80,1011.5 Hpa,calm,0
22/07/2010,03Z,22.3,77,1010.8 Hpa,170º (S),5.6
22/07/2010,00Z,24.0,70,1010.8 Hpa,210º (SW),18.5
21/07/2010,21Z,26.3,59,1009.8 Hpa,210º (SW),16.7
21/07/2010,18Z,31.3,48,1008.7 Hpa,210º (SW),22.2
21/07/2010,15Z,33.3,40,1009.7 Hpa,210º (SW),16.7
21/07/2010,12Z,30.4,41,1011.1 Hpa,240º (SW),11.1
21/07/2010,09Z,25.7,55,1011.7 Hpa,310º (NW),1.9
21/07/2010,06Z,21.1,76,1010.9 Hpa,200º (S),9.3
21/07/2010,03Z,22.0,74,1010.4 Hpa,180º (S),7.4
21/07/2010,00Z,23.6,70,1010.4 Hpa,190º (S),13.0
20/07/2010,21Z,26.0,59,1010.3 Hpa,210º (SW),22.2
20/07/2010,18Z,29.8,39,1009.8 Hpa,210º (SW),29.6
20/07/2010,15Z,33.7,33,1010.8 Hpa,220º (SW),20.4
20/07/2010,12Z,30.2,40,1012.6 Hpa,220º (SW),22.2
20/07/2010,09Z,26.3,49,1013.3 Hpa,180º (S),11.1
20/07/2010,06Z,22.2,68,1013.2 Hpa,Vble.,
20/07/2010,03Z,23.0,59,1013.3 Hpa,Vble.,
20/07/2010,00Z,25.4,48,1013.8 Hpa,210º (SW),7.4
19/07/2010,21Z,30.8,36,1013.6 Hpa,210º (SW),13.0
19/07/2010,18Z,36.6,29,1013.0 Hpa,220º (SW),24.1
19/07/2010,15Z,37.7,26,1014.3 Hpa,320º (NW),9.3
19/07/2010,12Z,34.6,33,1016.5 Hpa,200º (S),5.6
19/07/2010,09Z,28.8,54,1017.7 Hpa,220º (SW),3.7
19/07/2010,06Z,23.4,69,1016.8 Hpa,Vble.,
19/07/2010,03Z,24.6,68,1016.7 Hpa,210º (SW),9.3
19/07/2010,00Z,27.4,58,1017.4 Hpa,200º (S),13.0
18/07/2010,21Z,32.2,42,1016.5 Hpa,220º (SW),14.8
18/07/2010,18Z,37.3,32,1014.8 Hpa,220º (SW),20.4
18/07/2010,15Z,38.2,20,1015.9 Hpa,220º (SW),11.1
18/07/2010,12Z,33.9,29,1017.3 Hpa,calm,0
18/07/2010,09Z,28.3,47,1018.1 Hpa,90º (E),1.9
18/07/2010,06Z,22.0,67,1017.0 Hpa,10º (N),5.6
18/07/2010,03Z,23.3,66,1016.2 Hpa,190º (S),9.3
18/07/2010,00Z,26.2,53,1016.5 Hpa,190º (S),9.3
17/07/2010,21Z,31.6,37,1014.8 Hpa,210º (SW),13.0
17/07/2010,18Z,38.3,12,1013.2 Hpa,300º (NW),9.3
17/07/2010,15Z,38.7,14,1014.3 Hpa,150º (SE),3.7
17/07/2010,12Z,34.9,28,1016.0 Hpa,100º (E),3.7
17/07/2010,09Z,28.7,45,1016.5 Hpa,30º (NE),1.9
17/07/2010,06Z,22.2,67,1016.3 Hpa,calm,0
17/07/2010,03Z,21.0,75,1015.8 Hpa,calm,0
17/07/2010,00Z,23.6,64,1016.1 Hpa,180º (S),5.6
16/07/2010,21Z,27.8,45,1015.3 Hpa,210º (SW),9.3
16/07/2010,18Z,34.2,25,1014.0 Hpa,220º (SW),24.1
16/07/2010,15Z,34.4,19,1015.0 Hpa,320º (NW),3.7
16/07/2010,12Z,31.6,30,1016.0 Hpa,240º (SW),3.7
16/07/2010,09Z,25.4,52,1017.3 Hpa,calm,0
16/07/2010,06Z,19.4,76,1016.1 Hpa,calm,0
16/07/2010,03Z,20.0,72,1014.9 Hpa,180º (S),5.6
16/07/2010,00Z,21.8,69,1015.2 Hpa,180º (S),7.4
15/07/2010,21Z,26.8,42,1014.8 Hpa,200º (S),13.0
15/07/2010,18Z,32.0,25,1012.7 Hpa,220º (SW),25.9
15/07/2010,15Z,34.8,23,1013.8 Hpa,210º (SW),14.8
15/07/2010,12Z,32.0,30,1014.9 Hpa,250º (W),11.1
15/07/2010,09Z,26.6,39,1015.4 Hpa,30º (NE),1.9
15/07/2010,06Z,21.2,76,1014.7 Hpa,calm,0
15/07/2010,03Z,21.4,77,1013.9 Hpa,Vble.,
15/07/2010,00Z,23.2,72,1014.2 Hpa,190º (S),9.3
14/07/2010,21Z,25.0,63,1013.2 Hpa,210º (SW),16.7
14/07/2010,18Z,30.5,44,1012.0 Hpa,210º (SW),25.9
14/07/2010,15Z,32.9,29,1012.7 Hpa,210º (SW),18.5
14/07/2010,12Z,29.2,40,1013.4 Hpa,210º (SW),9.3
14/07/2010,09Z,25.8,54,1013.6 Hpa,230º (SW),5.6
14/07/2010,06Z,22.2,76,1012.6 Hpa,calm,0
14/07/2010,03Z,22.4,84,1011.7 Hpa,180º (S),7.4
14/07/2010,00Z,24.2,74,1011.7 Hpa,210º (SW),14.8
13/07/2010,21Z,26.2,58,1011.4 Hpa,210º (SW),16.7
13/07/2010,18Z,32.6,37,1010.7 Hpa,210º (SW),29.6
13/07/2010,15Z,34.6,30,1011.9 Hpa,210º (SW),18.5
13/07/2010,12Z,31.6,18,1013.3 Hpa,200º (S),13.0
13/07/2010,09Z,27.2,46,1014.0 Hpa,200º (S),1.9
13/07/2010,06Z,21.6,64,1013.7 Hpa,Vble.,
13/07/2010,03Z,22.8,65,1013.4 Hpa,180º (S),7.4
13/07/2010,00Z,25.6,56,1013.9 Hpa,220º (SW),11.1
12/07/2010,21Z,29.6,37,1013.0 Hpa,200º (S),18.5
12/07/2010,18Z,37.0,20,1012.4 Hpa,210º (SW),20.4
12/07/2010,15Z,37.8,21,1013.7 Hpa,230º (SW),16.7
12/07/2010,12Z,34.4,30,1015.6 Hpa,220º (SW),9.3
12/07/2010,09Z,28.8,55,1016.4 Hpa,180º (S),1.9
12/07/2010,06Z,23.5,81,1015.4 Hpa,130º (SE),3.7
12/07/2010,03Z,24.3,78,1015.1 Hpa,210º (SW),5.6
12/07/2010,00Z,27.9,40,1015.2 Hpa,210º (SW),13.0
11/07/2010,21Z,31.9,30,1014.4 Hpa,210º (SW),14.8
11/07/2010,18Z,37.0,22,1013.2 Hpa,220º (SW),24.1
11/07/2010,15Z,38.4,27,1013.7 Hpa,220º (SW),18.5
11/07/2010,12Z,34.7,32,1015.2 Hpa,240º (SW),11.1
11/07/2010,09Z,28.5,51,1015.7 Hpa,Vble.,
11/07/2010,06Z,23.8,62,1015.6 Hpa,calm,0
11/07/2010,03Z,24.4,61,1015.4 Hpa,220º (SW),1.9
11/07/2010,00Z,25.4,66,1015.8 Hpa,190º (S),13.0
10/07/2010,21Z,30.8,33,1015.0 Hpa,210º (SW),14.8
10/07/2010,18Z,36.8,26,1013.7 Hpa,220º (SW),24.1
10/07/2010,15Z,39.6,19,1014.3 Hpa,250º (W),7.4
10/07/2010,12Z,36.0,33,1015.9 Hpa,230º (SW),3.7
10/07/2010,09Z,29.4,47,1017.0 Hpa,calm,0
10/07/2010,06Z,24.2,65,1016.1 Hpa,calm,0
10/07/2010,03Z,24.2,69,1016.1 Hpa,Vble.,
10/07/2010,00Z,27.0,59,1016.5 Hpa,190º (S),5.6
09/07/2010,21Z,30.6,47,1015.6 Hpa,210º (SW),16.7
09/07/2010,18Z,36.8,36,1014.4 Hpa,220º (SW),25.9
09/07/2010,15Z,37.8,25,1015.2 Hpa,calm,0
09/07/2010,12Z,33.6,30,1017.1 Hpa,calm,0
09/07/2010,09Z,27.6,54,1017.8 Hpa,calm,0
09/07/2010,06Z,21.6,82,1017.8 Hpa,calm,0
09/07/2010,03Z,22.6,73,1017.1 Hpa,Vble.,
09/07/2010,00Z,26.0,61,1017.6 Hpa,190º (S),3.7
08/07/2010,21Z,28.4,52,1016.4 Hpa,210º (SW),13.0
08/07/2010,18Z,34.0,31,1014.5 Hpa,220º (SW),14.8
08/07/2010,15Z,34.0,38,1014.8 Hpa,230º (SW),13.0
08/07/2010,12Z,33.0,38,1015.5 Hpa,240º (SW),9.3
